,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
509,0111161,0110912,0109830,0133093,0076759,0137523,0103064,0112573,0169547,0086190,0120815,0116282,0114369,0088763,0114709,0167260,0112384,0093779,0172495,0097576
510,0110912,0102926,0076759,0167261,0468569,0080684,0120815,0114814,0112573,0169547,0068646,0114369,0172495,0209144,0086190,0103064,0167404,0126029,0114709,0325980
511,0096895,0114709,0133093,0076759,0116629,0112462,0112431,0113189,0111280,0117060,0080684,0109686,0137523,0114924,0116282,0086190,0120815,0082971,0068646,0169547
512,0109830,0133093,0107290,0103064,0108052,0080684,0114814,0114369,0137523,0082971,0114709,0068646,0120737,0116282,0120815,0099348,0096895,0167404,0111503,0103639
513,0111161,0112573,0108052,0068646,0114814,0172495,0114746,0116629,0209144,0119654,0111257,0071562,0111503,0099348,0325980,0120586,0083658,0266697,0110413,0120903
514,0133093,0110912,0102926,0167260,0120737,0167261,0112573,0080684,0068646,0082971,0114369,0103064,0169547,0086190,0209144,0172495,0107290,0167404,0114709,0120586
515,0109830,0111161,0110912,0133093,0102926,0080684,0103064,0086190,0112573,0114709,0108052,0120815,0137523,0068646,0114814,0088763,0112384,0114369,0120737,0169547
516,0110912,0080684,0103064,0137523,0120737,0082971,0112384,0114814,0167261,0068646,0167404,0116282,0099348,0209144,0114746,0093779,0111503,0097576,0468569,0117060
517,0133093,0109830,0111161,0076759,0110912,0080684,0086190,0169547,0082971,0137523,0102926,0114709,0167404,0068646,0126029,0120737,0120815,0167261,0103064,0167260
518,0110912,0133093,0137523,0102926,0108052,0120737,0114814,0076759,0167260,0112573,0167261,0169547,0114369,0120815,0126029,0107290,0068646,0080684,0468569,0112384
519,0110912,0076759,0080684,0102926,0137523,0086190,0107290,0112573,0120815,0169547,0108052,0114814,0167404,0114709,0114369,0172495,0209144,0116282,0116629,0325980
520,0114709,0076759,0110912,0111161,0109830,0102926,0112573,0107290,0103064,0106977,0115685,0086190,0114369,0114814,0112384,0108052,0117731,0113862,0111503,0111257
521,0102926,0103064,0108052,0114369,0167404,0126029,0112384,0114746,0266697,0106977,0266543,0110413,0088247,0317705,0198781,0120382,0264464,0096895,0268978,0211915
522,0133093,0110912,0102926,0076759,1375666,0112573,0114814,0080684,0114369,0126029,0120815,0209144,0082971,0169547,0103064,0068646,0167404,0107290,0086190,0266543
523,0109830,0110912,0133093,0108052,0099348,0110357,0116282,0068646,0120815,0101414,0169547,0137523,0095016,0167404,0120737,0112431,0107614,0119654,0172495,0167260
524,0110912,0120737,0167260,0167261,0112573,0103064,0120815,0068646,0167404,0119217,0097576,0116629,0119654,0114746,0120586,0105236,0078748,0407887,0096895,0073486
525,0109830,0133093,0108052,0076759,0114814,0120737,0167260,0068646,0114369,0167261,0080684,0082971,0112573,0209144,0167404,1375666,0468569,0126029,0114709,0103064
526,0109830,0110912,0111161,0133093,0103064,0112573,0114709,0120815,0068646,0106977,0169547,0112384,0114814,0116282,0114369,0137523,0167404,0093779,0114746,0096895
527,0111161,0137523,0076759,0108052,0080684,0120737,0114369,0167260,0114814,0120815,0107290,0068646,0167261,0082971,0086190,0167404,0209144,1375666,0116282,0126029
528,0109830,0111161,0110912,0107290,0112573,0102926,0103064,0086190,0080684,0106977,0112384,0116282,0133093,0114369,0082971,0114814,0117731,0103639,0108052,0111503
529,0111161,0110912,0112573,0103064,0103639,0108052,0114369,0110357,0112864,0101414,0114814,0111282,0114709,0109040,0112462,0112431,0110475,0114746,0113189,0116629
530,0109830,0111161,0110912,0133093,0080684,0103064,0112573,0086190,0137523,0108052,0114369,0120815,0167260,0106977,0114814,0068646,0167261,0114709,0112384,0088763
531,0110912,0109830,0076759,0080684,0114814,0086190,0114369,0120737,0167404,0112384,0114709,0167260,0167261,0088763,0172495,0114746,0071562,0095016,0116629,0105236
532,0111161,0110912,0102926,0076759,0080684,0120737,0167260,0169547,0108052,0120815,0082971,0167261,0112573,0103064,0068646,0114814,0086190,0167404,0114369,0209144
533,0111161,0110912,0137523,0103064,0112573,0108052,0114814,0068646,0209144,0112384,0106977,0119217,0107048,0116282,0114746,0071853,0264464,0338013,0093779,0088247
534,0137523,0109830,0110912,0111161,0076759,0080684,0102926,0120815,0086190,0068646,0082971,0108052,0114814,0120737,0172495,0103064,0167261,0112573,0209144,0114369
535,0111161,0110912,0111503,0114369,0103639,0111257,0110357,0114814,0112740,0111282,0101414,0114709,0109040,0133093,0112462,0110475,0114746,0112431,0076759,0113189
536,0109830,0137523,0110912,0102926,0076759,0080684,0120815,0114814,0082971,0209144,0068646,0172495,0169547,0126029,0114369,0112573,0086190,0167404,0266543,0266697
537,0109830,0111161,0110912,0133093,0102926,0076759,0114709,0107290,0080684,0120737,0137523,0167260,0112573,0167261,0082971,0108052,0103064,0126029,0112384,0086190
538,0109830,0133093,0110912,0137523,0076759,0120737,0167260,0102926,0167261,0080684,0114709,0082971,0169547,0086190,0120815,0114814,0068646,0468569,0167404,0112573
539,0111161,0109830,0102926,0167260,0112573,0082971,0167261,0108052,0068646,0169547,0114814,0107290,0114709,0172495,0167404,0209144,0126029,0468569,0088763,0116282
540,0110912,0112384,0108052,0114746,0116629,0076759,0107614,0133093,0112431,0114069,0099653,0114924,0080684,0113957,0109686,0086190,0082971,0120815,0137523,0110932
541,0102926,0076759,0120737,0080684,0167260,0108052,0167261,0114814,0112573,0103064,0086190,0120815,0107290,0068646,0082971,0167404,0114709,0172495,0088763,0116282
542,0111161,0110912,0102926,0076759,0112573,0107290,0103064,0080684,0108052,0120737,0114369,0167260,0114709,0167261,0120815,0086190,0114814,0082971,0112384,0068646
543,0109830,0076759,0111161,0107290,0110912,0112573,0103064,0112384,0106977,0102926,0086190,0117500,0067992,0116282,0099348,0096895,0111257,0111503,0115685,0103639
544,0076759,0133093,0080684,0109830,0086190,0082971,0110912,0102926,0111161,0167404,0120815,0068646,0169547,0103064,0137523,0108052,0107290,0114709,0172495,0088763
545,0109830,0110912,0111161,0102926,0133093,0076759,0112573,0080684,0086190,0082971,0114369,0137523,0114814,0106977,0120815,0068646,0108052,0112384,0114709,0114746
546,0110912,0133093,0068646,0076759,0111161,0102926,0080684,0109830,0116282,0137523,0082971,0114814,0086190,0167404,0071853,0105236,0120815,0099685,0088763,0078748
547,0111161,0110912,0102926,0137523,0086190,0120737,0112573,0082971,0167260,0103064,0120815,0167261,0108052,0068646,0107290,0114814,0169547,0114369,0167404,0114709
548,0109830,0110912,0102926,0120737,0167260,0068646,0114814,0169547,0114369,0107290,0172495,0167404,0114709,0116282,0088763,0120586,0126029,0112384,0106977,0071562
549,0137523,0110912,0167260,0120737,0076759,0102926,0167261,0108052,0080684,0112573,0082971,0120815,0114814,0086190,0172495,0068646,0103064,0209144,0114369,0126029
550,0080684,0108052,0082971,0114814,0468569,0068646,0107290,0169547,0172495,0114709,0325980,0112384,0116282,0106977,0110357,0116629,0120586,0317705,0338013,0198781
551,0111161,0076759,0102926,0086190,0082971,0169547,0107290,0112573,0103064,0114814,0120737,0120815,0068646,0114709,0114369,0167261,0116282,0088763,0172495,0126029
552,0111161,0109830,0102926,0076759,0114369,0108052,0080684,0112573,0120737,0120815,0103064,0209144,0167260,0086190,0082971,0167261,0107290,0120586,0167404,0172495
553,0111161,0109830,0110912,0076759,0137523,0082971,0114814,0112573,0107290,0103064,0114709,0167404,0114369,0088763,0120737,0093779,0112384,0167261,0167260,0106977
554,0108052,0114369,0068646,0103639,0097576,0099348,0120737,0110357,0111257,0071853,0172495,0117060,0167260,0167261,0071562,0209144,0126029,0087332,0119217,0101414
555,0133093,0109830,0111161,0137523,0076759,0468569,0110912,0126029,0080684,1375666,0102926,0082971,0266543,0317705,0172495,0086190,0198781,0209144,1049413,0108052
556,0109830,0110912,0102926,0112573,0103064,0107290,0137523,0120737,0114369,0114814,0114709,0167260,0106977,0068646,0167261,0169547,0116629,0088763,0103639,0167404
557,0109830,0111161,0133093,0076759,0137523,0080684,0108052,0112573,0107290,0103064,0114369,0086190,0169547,0082971,0114814,0167260,0167261,0114709,0068646,0167404
558,0102926,0099348,0114369,0108052,0114814,0133093,0080684,0082971,0120815,0109686,0088763,0114898,0068646,0137523,0169547,0110413,0167404,0097576,0113161,0120737
559,0111161,0068646,0108052,0107290,0088763,0266543,0110357,0317705,0198781,0107048,0095016,0103639,0093779,0106977,0099685,0071562,0088247,0066921,0083658,0090605
560,0068646,0126029,0209144,0112384,0103639,0071853,0071562,0083658,0073486,0119116,0099348,0120689,0268978,0211915,0101414,0078788,0107614,0117951,0112864,0241527
561,0076759,0107290,0120737,0114369,0086190,0082971,0068646,0167260,0167261,0088763,0116282,0209144,0106977,0114746,0097576,0120586,0116629,0105236,0071853,0119654
562,0111161,0110912,0133093,0102926,0114709,0076759,0110357,0126029,0137523,0107290,0108052,0266543,0080684,0120737,0167260,0167261,0082971,0169547,0468569,0112384
563,0110912,0133093,0137523,0102926,0076759,0468569,0126029,0169547,0080684,0120737,0167260,0266543,0325980,0114709,0107290,0167261,0086190,1375666,0119217,0114369
564,0102926,0112573,0107290,0103064,0110357,0133093,0114709,0076759,0101414,0109444,0112740,0116629,0111282,0107614,0106918,0137523,0080684,0113189,0116282,0114069
565,0102926,0103064,0114369,0114709,0101414,0076759,0109040,0133093,0112462,0112431,0114924,0116282,0113957,0080684,0086190,0120815,0082971,0137523,0068646,0169547
566,0133093,0111161,0137523,0110912,0102926,0126029,0108052,0120815,0172495,0068646,0325980,0169547,0167404,0103064,0088763,0114369,0198781,0266697,0112573,0097576
567,0111161,0112573,0108052,0133093,0103064,0114369,0112384,0106977,0076759,0137523,0099348,0080684,0169547,0068646,0096895,0116282,0111503,0114709,0103639,0111257
568,0111161,0112573,0102926,0112384,0106977,0103064,0114369,0110357,0108052,0112740,0114709,0114069,0110475,0106918,0114746,0116629,0112431,0107614,0133093,0110148
569,0110912,0102926,0107290,0114814,0167261,0103639,0096895,0099348,0071853,0105236,0468569,0266543,0120586,0071562,0099685,0101414,0083658,0107614,0266697,0109040
570,0076759,0110912,0102926,0133093,0103064,0109830,0082971,0086190,0107290,0111161,0169547,0068646,0167404,0116282,0112573,0090605,0120815,0093779,0137523,0088247
571,0110912,0133093,0112573,0103064,0114814,0169547,0137523,0114369,0088763,0167404,0114746,0093779,0116629,0120737,0096895,0103639,0099685,0167260,0111503,0111257
572,0108052,0116282,0114746,0119217,0107048,0338013,0120382,0240772,0099348,0258463,0268978,0378194,0120689,0083658,0087332,0211915,0066921,0434409,0118715,0109040
573,0109830,0106977,0107290,0099348,0103064,0112864,0108052,0110357,0114814,0111257,0109444,0114709,0114746,0133093,0106918,0110475,0076759,0113189,0110148,0116629
574,0111161,0109830,0102926,0137523,0076759,0169547,0080684,0114814,0112573,0108052,0120815,0103064,0114369,0068646,0167404,0086190,0082971,0107290,0120737,0116282
575,0076759,0080684,0169547,0110912,0133093,0093779,0078748,0082971,0114814,0086190,0071853,0167404,0109830,0068646,0116282,0102926,0105236,0111161,0137523,0083658
576,0110912,0133093,0103064,0114814,0112384,0114369,0169547,0114709,0137523,0114746,0167404,0120737,0103639,0172495,0117060,0071853,0107048,0167260,0110357,0167261
577,1375666,1049413,0468569,0109830,0167260,0126029,0268978,0910970,0167261,0266543,0499549,0137523,0120737,0325980,0266697,0417741,0211915,1119646,0240772,0467406
578,0111161,0110912,0102926,0103064,0076759,0112384,0106977,0080684,0103639,0086190,0114369,0114814,0137523,0169547,0082971,0099348,0111257,0096895,0111503,0114746
579,0112384,0468569,0093779,0107048,0111257,0111503,1375666,0117060,0198781,0264464,0081505,0101414,0120601,0088847,0151804,0112864,0107614,0057012,0109040,0162222
580,0110912,0102926,0076759,0468569,0120815,0080684,0169547,0114814,0112573,0082971,0172495,0068646,0114369,0325980,0086190,0114709,0103064,0317705,0120586,0266697
581,0111161,0109830,0167260,0167261,0110912,0082971,0120815,0172495,0068646,0086190,0108052,0325980,0114814,0126029,0169547,0114369,0266543,0266697,0372784,0167404
582,0111161,0133093,0107290,0112573,0137523,0110357,0112384,0108052,0114369,0076759,0114709,0103064,0114814,0106977,0080684,0120737,0169547,0167260,0167261,0086190
583,0111161,0108052,0114814,0114746,0116629,0117060,0076759,0133093,0080684,0109831,0086190,0113497,0113161,0116282,0082971,0120815,0110322,0112346,0137523,0088763
584,0111161,0133093,0109830,0102926,0114814,0076759,0114369,0120737,0108052,0080684,0209144,0120815,0116282,0167260,0167261,0112573,0082971,0167404,0071562,0086190
585,0109830,0110912,0102926,0137523,0107290,0114709,0114814,0126029,0114369,1375666,0169547,0110357,0112384,0209144,0266543,0116629,0317705,0095016,0116282,0114746
586,0111161,0102926,0076759,0107290,0112573,0103064,0108052,0112384,0106977,0080684,0082971,0086190,0114369,0116282,0068646,0096895,0103639,0120815,0137523,0116629
587,0103639,0111257,0133093,0114746,0076759,0114709,0116629,0101414,0112462,0116282,0137523,0080684,0117060,0112431,0107614,0120815,0086190,0068646,0111280,0082971
588,0112573,0107290,0106977,0103064,0114814,0114369,0111503,0096895,0114709,0103639,0111257,0076759,0110357,0114746,0133093,0112864,0116282,0109444,0101414,0117060
589,0119217,0338013,0120382,0198781,0110413,1375666,0211915,0088847,0093058,0120601,0112431,0111282,0151804,0117951,0120363,0109445,0079470,0180093,0099653,0119822
590,0111161,0110912,0080684,0102926,0082971,0169547,0120815,0112573,0103064,0107290,0120737,0068646,0108052,0167260,0088763,0114709,0114814,0167261,0126029,0114369
591,0114369,0108052,0114709,0114814,0114746,0076759,0114069,0112431,0133093,0080684,0086190,0116282,0082971,0120815,0117998,0109831,0137523,0110932,0088763,0068646
592,0110912,0107290,0103064,0082971,0114369,0120815,0114709,0167404,0106977,0209144,0088763,0114746,0468569,0099348,0097576,0096895,0071853,0120586,0111503,0338013
593,0109830,0111161,0110912,0076759,0108052,0114709,0114369,0080684,0099348,0114814,0082971,0114746,0137523,0088763,0169547,0107614,0116282,0113189,0120737,0112431
594,0110912,0111161,0109830,0102926,0076759,0133093,0108052,0080684,0112573,0107290,0103064,0086190,0169547,0114709,0116282,0068646,0082971,0114746,0114369,0137523
595,0111161,0110912,0120815,0112573,0169547,0107290,0114369,0116282,0103639,0116629,0119654,0120586,0105236,0088247,0120382,0407887,0110413,0073486,0099685,0111257
596,0110912,0111161,0102926,0133093,0108052,0116282,0137523,0112384,0114746,0099685,0099348,0120737,0172495,0110357,0167260,0209144,0167261,0126029,0034583,0062622
597,0133093,0111161,0109830,0137523,0120737,0167260,0167261,0110912,0468569,0076759,0266543,0169547,0080684,0325980,0172495,0108052,0114814,0266697,0068646,0317705
598,0108052,0099348,0073486,0266543,0112431,0120363,0304141,0298148,0118799,0268380,0088258,0319061,0120630,0330373,0114924,0070735,0144084,0119229,0332379,0061512
599,0114814,0120815,0172495,0119654,0099348,0105236,0119217,0325980,0071562,0073486,0083658,0110413,0317705,0119116,0088847,0100405,0078788,0181689,0264464,0246578
600,0109830,0110912,0076759,0102926,0080684,0468569,0169547,0086190,0112573,0325980,0103064,0116282,0088763,0120586,0266697,0107290,0211915,0097576,0105236,0110357
601,0103639,0114709,0101414,0133093,0080684,0086190,0082971,0068646,0120815,0137523,0117998,0169547,0088763,0167404,0120737,0167260,0095016,0097576,0093779,0167261
602,0111161,0114814,0103064,0107290,0114369,0071853,0112384,0120737,0116629,0167261,0167260,0103639,0088847,0110357,0126029,0057012,0092005,0099810,0119116,0211915
603,0109830,0111161,0106977,0112384,0107290,0099348,0103064,0114369,0111257,0108052,0114814,0109444,0112740,0116629,0107614,0076759,0113189,0117060,0109686,0100405
604,0111161,0133093,0102926,0080684,0082971,0137523,0108052,0110357,0114369,0106977,0114814,0120815,0169547,0167404,0172495,0068646,0114746,0097576,0266543,0111257
605,0116282,0112384,0093779,0106977,0107048,0099685,0110357,0103639,0095016,0468569,0111257,1375666,0120903,0111503,0246578,0091042,0372784,0101414,0119488,0208092
606,0109830,0082971,0114814,0114369,0137523,0114746,0103639,0099348,0110357,0120737,0172495,0117060,0167260,0093779,0167261,0090605,0126029,0071853,0105236,0209144
607,0082971,0093779,0468569,0372784,0211915,1375666,0407887,0112864,0113277,0034583,0092005,0482571,0910970,0381061,0097165,0080339,1049413,0138097,0371746,0335266
608,0102926,0111503,0114369,0103639,0108052,0111257,0112864,0110357,0114814,0109444,0111282,0133093,0114746,0109040,0101414,0112462,0116629,0076759,0110475,0107614
609,0119217,0120586,0119654,0110357,0073486,0268978,0103639,0112384,0066921,0087469,0117060,0151804,0120601,0298148,0145660,0099348,0095953,0101414,0067992,0107614
