userId,moviename1,moviename2,moviename3,moviename4,moviename5,moviename6,moviename7,moviename8,moviename9,moviename10,moviename11,moviename12,moviename13,moviename14,moviename15,moviename16,moviename17,moviename18,moviename19,moviename20
501,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Forrest Gump (1994),Braveheart (1995),Toy Story (1995),"Silence of the Lambs, The (1991)",Mission: Impossible (1996),Jurassic Park (1993),"Fugitive, The (1993)",Star Wars: Episode IV - A New Hope (1977),Terminator 2: Judgment Day (1991),Apollo 13 (1995),Seven (a.k.a. Se7en) (1995),Fargo (1996),Schindler's List (1993),True Lies (1994),"Rock, The (1996)",Speed (1994),Dances with Wolves (1990),Batman (1989)
502,Forrest Gump (1994),Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),Fight Club (1999),American Beauty (1999),"Usual Suspects, The (1995)",Braveheart (1995),"Godfather, The (1972)",Terminator 2: Judgment Day (1991),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Jurassic Park (1993),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Fargo (1996),Toy Story (1995),Seven (a.k.a. Se7en) (1995)
503,Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)",Braveheart (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode VI - Return of the Jedi (1983),Toy Story (1995),"Dark Knight, The (2008)",American History X (1998),Apollo 13 (1995),"Fugitive, The (1993)",Gladiator (2000),Back to the Future (1985),Good Will Hunting (1997),Shrek (2001)
504,"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Matrix, The (1999)",Fight Club (1999),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),American Beauty (1999),Schindler's List (1993),"Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Memento (2000),"Godfather, The (1972)",Braveheart (1995),Saving Private Ryan (1998),Jurassic Park (1993),Seven (a.k.a. Se7en) (1995),"Sixth Sense, The (1999)",Terminator 2: Judgment Day (1991)
505,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)",Schindler's List (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Wars: Episode V - The Empire Strikes Back (1980),American Beauty (1999),Braveheart (1995),"Lord of the Rings: The Return of the King, The (2003)","Godfather, The (1972)",Terminator 2: Judgment Day (1991),Jurassic Park (1993),"Lord of the Rings: The Two Towers, The (2002)",Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fargo (1996),"Sixth Sense, The (1999)"
506,Forrest Gump (1994),"Shawshank Redemption, The (1994)","Dark Knight, The (2008)","Matrix, The (1999)",Inception (2010),Fight Club (1999),"Lord of the Rings: The Return of the King, The (2003)",Pulp Fiction (1994),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Two Towers, The (2002)",Up (2009),Shrek (2001),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Finding Nemo (2003),Star Wars: Episode IV - A New Hope (1977),Eternal Sunshine of the Spotless Mind (2004),"Silence of the Lambs, The (1991)","Incredibles, The (2004)",Kill Bill: Vol. 1 (2003),Memento (2000)
507,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),True Lies (1994),Batman (1989),Aladdin (1992),Schindler's List (1993),"Lion King, The (1994)","Usual Suspects, The (1995)",Crimson Tide (1995),Toy Story (1995),Ace Ventura: Pet Detective (1994),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Matrix, The (1999)","Mask, The (1994)",Outbreak (1995),Star Wars: Episode IV - A New Hope (1977),Independence Day (a.k.a. ID4) (1996),Mrs. Doubtfire (1993),GoldenEye (1995),Pretty Woman (1990)
508,Star Wars: Episode IV - A New Hope (1977),Forrest Gump (1994),Star Wars: Episode V - The Empire Strikes Back (1980),"Matrix, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),Pulp Fiction (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Shawshank Redemption, The (1994)",American Beauty (1999),"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Saving Private Ryan (1998),"Godfather, The (1972)",Fight Club (1999),Jurassic Park (1993),Toy Story (1995),Indiana Jones and the Last Crusade (1989),"Princess Bride, The (1987)",Fargo (1996),"Usual Suspects, The (1995)"
509,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Fight Club (1999),"Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),Schindler's List (1993),Memento (2000),American Beauty (1999),Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Back to the Future (1985),"Godfather, The (1972)","Usual Suspects, The (1995)",Braveheart (1995),Eternal Sunshine of the Spotless Mind (2004),Batman Begins (2005),Indiana Jones and the Last Crusade (1989),Fargo (1996),"Beautiful Mind, A (2001)"
510,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Forrest Gump (1994),"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Terminator 2: Judgment Day (1991),Braveheart (1995),American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Fargo (1996),Seven (a.k.a. Se7en) (1995),Back to the Future (1985),Toy Story (1995),"Lord of the Rings: The Return of the King, The (2003)",Apollo 13 (1995),"Princess Bride, The (1987)",Gladiator (2000),Indiana Jones and the Last Crusade (1989)
511,Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),"Lord of the Rings: The Two Towers, The (2002)","Dark Knight, The (2008)",Star Wars: Episode V - The Empire Strikes Back (1980),Saving Private Ryan (1998),"Usual Suspects, The (1995)",Braveheart (1995),American Beauty (1999),"Godfather, The (1972)",Seven (a.k.a. Se7en) (1995),Gladiator (2000),Memento (2000),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),"Sixth Sense, The (1999)",Shrek (2001),Toy Story (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
512,Batman (1989),Toy Story (1995),"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Independence Day (a.k.a. ID4) (1996),Batman Forever (1995),Babe (1995),GoldenEye (1995),Star Trek: Generations (1994),Mission: Impossible (1996),Star Wars: Episode V - The Empire Strikes Back (1980),Dumb & Dumber (Dumb and Dumber) (1994),Fight Club (1999),While You Were Sleeping (1995),Fargo (1996),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Godfather, The (1972)",American Beauty (1999)
513,Forrest Gump (1994),"Matrix, The (1999)",Jurassic Park (1993),Terminator 2: Judgment Day (1991),Schindler's List (1993),Star Wars: Episode V - The Empire Strikes Back (1980),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Fight Club (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Toy Story (1995),"Godfather, The (1972)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Fargo (1996),Saving Private Ryan (1998),Dances with Wolves (1990),Batman (1989),"Sixth Sense, The (1999)",True Lies (1994),Aladdin (1992)
514,"Shawshank Redemption, The (1994)",Braveheart (1995),Schindler's List (1993),"Godfather, The (1972)","Usual Suspects, The (1995)",Gladiator (2000),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Independence Day (a.k.a. ID4) (1996),Memento (2000),Men in Black (a.k.a. MIB) (1997),Speed (1994),"Godfather: Part II, The (1974)",True Lies (1994),Dances with Wolves (1990),Pirates of the Caribbean: The Curse of the Black Pearl (2003),American History X (1998),Blade Runner (1982),Kill Bill: Vol. 1 (2003),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),X-Men (2000)
515,"Matrix, The (1999)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Two Towers, The (2002)",Braveheart (1995),Star Wars: Episode V - The Empire Strikes Back (1980),"Godfather, The (1972)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),Memento (2000),Gladiator (2000),Jurassic Park (1993),"Sixth Sense, The (1999)",Toy Story (1995),American History X (1998)
516,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),Braveheart (1995),Toy Story (1995),Schindler's List (1993),Saving Private Ryan (1998),Fight Club (1999),"Godfather, The (1972)","Usual Suspects, The (1995)",Back to the Future (1985),Apollo 13 (1995),Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",American Beauty (1999)
517,Pulp Fiction (1994),Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),Fight Club (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Apollo 13 (1995),"Usual Suspects, The (1995)","Lord of the Rings: The Two Towers, The (2002)","Godfather, The (1972)","Sixth Sense, The (1999)",Fargo (1996),Dances with Wolves (1990),Memento (2000),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Princess Bride, The (1987)",True Lies (1994),Indiana Jones and the Last Crusade (1989),"Dark Knight, The (2008)",Mission: Impossible (1996)
518,"Matrix, The (1999)",Forrest Gump (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),Pulp Fiction (1994),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),American Beauty (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fight Club (1999),"Silence of the Lambs, The (1991)",Toy Story (1995),"Sixth Sense, The (1999)","Godfather, The (1972)",Shrek (2001),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Saving Private Ryan (1998),"Lord of the Rings: The Two Towers, The (2002)",Terminator 2: Judgment Day (1991),"Lord of the Rings: The Return of the King, The (2003)"
519,Pulp Fiction (1994),"Matrix, The (1999)",Fight Club (1999),"Silence of the Lambs, The (1991)",Schindler's List (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Usual Suspects, The (1995)",Star Wars: Episode IV - A New Hope (1977),"Lord of the Rings: The Return of the King, The (2003)",Braveheart (1995),"Lord of the Rings: The Two Towers, The (2002)",American Beauty (1999),Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),Shrek (2001),Jurassic Park (1993),"Godfather, The (1972)",Star Wars: Episode V - The Empire Strikes Back (1980),"Dark Knight, The (2008)",Apollo 13 (1995)
520,Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",Fight Club (1999),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),Braveheart (1995),Saving Private Ryan (1998),American Beauty (1999),Schindler's List (1993),"Usual Suspects, The (1995)","Sixth Sense, The (1999)",Toy Story (1995),Seven (a.k.a. Se7en) (1995),Gladiator (2000),Memento (2000),Fargo (1996),Independence Day (a.k.a. ID4) (1996),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
521,Toy Story (1995),Star Wars: Episode IV - A New Hope (1977),Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)",Braveheart (1995),Jurassic Park (1993),Terminator 2: Judgment Day (1991),"Fugitive, The (1993)","Birdcage, The (1996)",Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),"Usual Suspects, The (1995)",Apollo 13 (1995),Schindler's List (1993),Star Trek: First Contact (1996),Mr. Holland's Opus (1995),True Lies (1994),Speed (1994)
522,"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Schindler's List (1993),Seven (a.k.a. Se7en) (1995),"Sixth Sense, The (1999)",Shrek (2001),Apollo 13 (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Kill Bill: Vol. 1 (2003),"Fugitive, The (1993)",Finding Nemo (2003),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),"Terminator, The (1984)","Incredibles, The (2004)","Monsters, Inc. (2001)","Truman Show, The (1998)",Catch Me If You Can (2002),Batman (1989),"Beautiful Mind, A (2001)","Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)"
523,"Matrix, The (1999)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Inception (2010),Braveheart (1995),"Usual Suspects, The (1995)",Star Wars: Episode V - The Empire Strikes Back (1980),Seven (a.k.a. Se7en) (1995),Shrek (2001),Saving Private Ryan (1998),Memento (2000),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),American Beauty (1999),Terminator 2: Judgment Day (1991),"Godfather, The (1972)","Sixth Sense, The (1999)",Jurassic Park (1993),Star Wars: Episode VI - Return of the Jedi (1983),Finding Nemo (2003)
524,Forrest Gump (1994),Pulp Fiction (1994),"Matrix, The (1999)",Schindler's List (1993),Dances with Wolves (1990),"Lion King, The (1994)",Fargo (1996),"Godfather, The (1972)",Saving Private Ryan (1998),Beauty and the Beast (1991),American Beauty (1999),Fight Club (1999),Die Hard (1988),"Sixth Sense, The (1999)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Babe (1995),Mrs. Doubtfire (1993),Men in Black (a.k.a. MIB) (1997),Gladiator (2000),"Lord of the Rings: The Return of the King, The (2003)"
525,Pulp Fiction (1994),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Braveheart (1995),Terminator 2: Judgment Day (1991),Saving Private Ryan (1998),"Godfather, The (1972)","Sixth Sense, The (1999)",Good Will Hunting (1997),Indiana Jones and the Last Crusade (1989),Independence Day (a.k.a. ID4) (1996),Men in Black (a.k.a. MIB) (1997),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),American History X (1998),Reservoir Dogs (1992),Alien (1979),"Departed, The (2006)",Batman (1989),One Flew Over the Cuckoo's Nest (1975)
526,Forrest Gump (1994),"Matrix, The (1999)",Schindler's List (1993),Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Godfather, The (1972)",Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Braveheart (1995),Memento (2000),"Sixth Sense, The (1999)",Inception (2010),"Dark Knight, The (2008)",Shrek (2001),Toy Story (1995),Terminator 2: Judgment Day (1991)
527,Forrest Gump (1994),Pulp Fiction (1994),"Shawshank Redemption, The (1994)","Matrix, The (1999)",Terminator 2: Judgment Day (1991),Braveheart (1995),Toy Story (1995),Saving Private Ryan (1998),"Godfather, The (1972)","Fugitive, The (1993)",American Beauty (1999),Apollo 13 (1995),"Usual Suspects, The (1995)",Fargo (1996),Seven (a.k.a. Se7en) (1995),Fight Club (1999),"Sixth Sense, The (1999)","Princess Bride, The (1987)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Batman (1989)
528,"Shawshank Redemption, The (1994)",Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),Schindler's List (1993),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Return of the King, The (2003)","Usual Suspects, The (1995)",Saving Private Ryan (1998),Jurassic Park (1993),"Godfather, The (1972)","Lord of the Rings: The Two Towers, The (2002)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode VI - Return of the Jedi (1983),"Sixth Sense, The (1999)",Memento (2000),Inception (2010),Fargo (1996),Shrek (2001)
529,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Jurassic Park (1993),Braveheart (1995),"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode V - The Empire Strikes Back (1980),"Fugitive, The (1993)",Apollo 13 (1995),Fargo (1996),"Matrix, The (1999)",Seven (a.k.a. Se7en) (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)",Star Trek: First Contact (1996),Aladdin (1992),Schindler's List (1993),True Lies (1994)
530,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Braveheart (1995),Terminator 2: Judgment Day (1991),Aladdin (1992),Schindler's List (1993),Seven (a.k.a. Se7en) (1995),"Lion King, The (1994)",Die Hard: With a Vengeance (1995),Beauty and the Beast (1991),"Usual Suspects, The (1995)",Stargate (1994),Toy Story (1995),Ace Ventura: Pet Detective (1994),Batman Forever (1995),Babe (1995),"Mask, The (1994)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),GoldenEye (1995),Independence Day (a.k.a. ID4) (1996)
531,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Matrix, The (1999)",Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),Braveheart (1995),Star Wars: Episode VI - Return of the Jedi (1983),Fight Club (1999),Schindler's List (1993),Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),"Lord of the Rings: The Return of the King, The (2003)","Fugitive, The (1993)","Usual Suspects, The (1995)","Godfather, The (1972)","Lord of the Rings: The Two Towers, The (2002)",Toy Story (1995),Apollo 13 (1995),Back to the Future (1985)
532,Pulp Fiction (1994),Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Sixth Sense, The (1999)",Apollo 13 (1995),Toy Story (1995),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Back to the Future (1985),Gladiator (2000),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Godfather: Part II, The (1974)",Die Hard (1988),Independence Day (a.k.a. ID4) (1996),Reservoir Dogs (1992)
533,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",American Beauty (1999),Schindler's List (1993),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Two Towers, The (2002)",Braveheart (1995),Terminator 2: Judgment Day (1991),"Godfather, The (1972)","Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),"Sixth Sense, The (1999)",Seven (a.k.a. Se7en) (1995),Memento (2000)
534,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Fight Club (1999),Terminator 2: Judgment Day (1991),Braveheart (1995),Schindler's List (1993),"Usual Suspects, The (1995)","Godfather, The (1972)",Memento (2000),Apollo 13 (1995),"Fugitive, The (1993)",Good Will Hunting (1997),Groundhog Day (1993),Fargo (1996),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Monty Python and the Holy Grail (1975),Catch Me If You Can (2002),Eternal Sunshine of the Spotless Mind (2004),"Princess Bride, The (1987)","Terminator, The (1984)"
535,Fight Club (1999),Forrest Gump (1994),Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",Saving Private Ryan (1998),Star Wars: Episode VI - Return of the Jedi (1983),"Godfather, The (1972)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Schindler's List (1993),"Usual Suspects, The (1995)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Gladiator (2000),Terminator 2: Judgment Day (1991),"Lord of the Rings: The Two Towers, The (2002)",Braveheart (1995),Memento (2000),Seven (a.k.a. Se7en) (1995)
536,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),True Lies (1994),Seven (a.k.a. Se7en) (1995),Aladdin (1992),Speed (1994),"Lion King, The (1994)","Usual Suspects, The (1995)",Crimson Tide (1995),Stargate (1994),Beauty and the Beast (1991),Toy Story (1995),Ace Ventura: Pet Detective (1994),"Matrix, The (1999)",Batman Forever (1995),"Mask, The (1994)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Babe (1995),Star Wars: Episode IV - A New Hope (1977),GoldenEye (1995)
537,Forrest Gump (1994),Fight Club (1999),Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Saving Private Ryan (1998),"Usual Suspects, The (1995)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Memento (2000),"Godfather, The (1972)",Gladiator (2000),American Beauty (1999),Shrek (2001),Seven (a.k.a. Se7en) (1995),Braveheart (1995),Star Wars: Episode VI - Return of the Jedi (1983),"Sixth Sense, The (1999)",Finding Nemo (2003),Kill Bill: Vol. 1 (2003)
538,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Toy Story (1995),Jurassic Park (1993),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Fight Club (1999),"Lord of the Rings: The Return of the King, The (2003)",Braveheart (1995),"Lord of the Rings: The Two Towers, The (2002)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Schindler's List (1993),Terminator 2: Judgment Day (1991),Shrek (2001),Apollo 13 (1995),Star Wars: Episode VI - Return of the Jedi (1983)
539,Forrest Gump (1994),"Matrix, The (1999)",Pulp Fiction (1994),Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Silence of the Lambs, The (1991)","Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode V - The Empire Strikes Back (1980),Toy Story (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),"Usual Suspects, The (1995)","Godfather, The (1972)","Dark Knight, The (2008)","Sixth Sense, The (1999)",Braveheart (1995)
540,"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)","Lord of the Rings: The Return of the King, The (2003)",Braveheart (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Two Towers, The (2002)",Schindler's List (1993),"Godfather, The (1972)",American Beauty (1999),"Usual Suspects, The (1995)",Jurassic Park (1993),Toy Story (1995),Gladiator (2000),"Sixth Sense, The (1999)",Memento (2000),Shrek (2001),"Dark Knight, The (2008)",Back to the Future (1985),Fargo (1996)
541,Pulp Fiction (1994),Apollo 13 (1995),Schindler's List (1993),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Independence Day (a.k.a. ID4) (1996),Star Wars: Episode IV - A New Hope (1977),Mrs. Doubtfire (1993),"Matrix, The (1999)",Babe (1995),Outbreak (1995),Ghost (1990),While You Were Sleeping (1995),Star Wars: Episode V - The Empire Strikes Back (1980),"Net, The (1995)",Dumb & Dumber (Dumb and Dumber) (1994),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),Fight Club (1999),Quiz Show (1994)
542,"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Return of the King, The (2003)",Schindler's List (1993),"Lord of the Rings: The Two Towers, The (2002)","Usual Suspects, The (1995)",Braveheart (1995),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Jurassic Park (1993),"Godfather, The (1972)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Sixth Sense, The (1999)",Toy Story (1995),Gladiator (2000),Back to the Future (1985),Fargo (1996)
543,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),Jurassic Park (1993),Terminator 2: Judgment Day (1991),Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Return of the King, The (2003)",Toy Story (1995),"Lord of the Rings: The Two Towers, The (2002)",Saving Private Ryan (1998),Star Wars: Episode VI - Return of the Jedi (1983),"Usual Suspects, The (1995)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Apollo 13 (1995),"Godfather, The (1972)"
544,Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),"Shawshank Redemption, The (1994)",Jurassic Park (1993),Pulp Fiction (1994),Braveheart (1995),Terminator 2: Judgment Day (1991),Apollo 13 (1995),"Fugitive, The (1993)","Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),"Rock, The (1996)",Willy Wonka & the Chocolate Factory (1971),Fargo (1996),Dances with Wolves (1990),Batman (1989),Speed (1994),True Lies (1994),"Birdcage, The (1996)",Aladdin (1992)
545,Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)",Star Wars: Episode V - The Empire Strikes Back (1980),Forrest Gump (1994),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Shawshank Redemption, The (1994)","Sixth Sense, The (1999)",Saving Private Ryan (1998),"Godfather, The (1972)",American Beauty (1999),Terminator 2: Judgment Day (1991),Fight Club (1999),Schindler's List (1993),Jurassic Park (1993),Toy Story (1995),Gladiator (2000),Back to the Future (1985)
